Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/08  14:00:00,948.031470238,102.203354281,375.876090531,0.0,65.1572554096,212.545889182,422.986111186,339.867765515,56.6466996096,26.4716460615
 01/08  15:00:00,952.43229819,102.203354281,369.656964247,0.0,65.1572554096,212.545889182,396.137423387,318.358367409,42.4850247072,35.2940312705
 01/08  16:00:00,965.36976233,102.203354281,376.204857443,0.0,65.1572554096,212.545889182,404.061732468,320.934739544,56.6466996096,26.4802933141
 01/08  17:00:00,919.679902237,102.203354281,413.453863871,0.0,65.1572554096,220.04316451,493.121818734,381.670946444,84.9700494144,26.4808228758
 01/08  18:00:00,914.64514546,102.203354281,426.121584159,0.0,54.0258772165,184.38654557,539.29424486,427.969869511,84.9700494144,26.3543259351
 01/08  19:00:00,898.797687359,102.203354281,413.597155733,0.0,44.4937663224,163.454314868,581.293742752,478.906062977,84.9700494144,17.417630361
 01/08  20:00:00,889.218712835,102.203354281,405.651034984,0.0,44.4937663224,155.95703954,560.486276621,495.12297776,56.6466996096,8.71659925178
 01/08  21:00:00,853.008152212,102.203354281,398.363234376,0.0,44.4937663224,124.558693486,612.31779205,538.254219738,56.6466996096,17.4168727016
 01/08  22:00:00,852.620926281,102.203354281,392.620954993,0.0,44.4937663224,124.558693486,607.858579928,547.955169672,42.4850247072,17.4183855493
 01/08  23:00:00,844.820181573,102.203354281,389.848756907,0.0,34.9616554283,124.558693486,604.865855939,567.824952998,28.3233498048,8.71755313606
 01/08  24:00:00,846.103673224,102.203354281,385.768292614,0.0,34.9616554283,124.558693486,609.372684514,577.793370523,14.1616749024,17.4176390888
 01/09  01:00:00,842.179868233,102.203354281,380.179861817,0.0,46.0930336215,113.312780494,606.285670984,583.203707245,5.66466996096,17.4172937777
 01/09  02:00:00,836.658757009,102.203354281,374.870975468,0.0,46.0930336215,113.312780494,607.998805485,593.616169322,5.66466996096,8.71796620154
 01/09  03:00:00,836.676356594,102.203354281,370.145748516,0.0,46.0930336215,113.312780494,624.939626426,601.85640695,5.66466996096,17.4185495145
 01/09  04:00:00,842.149885921,102.203354281,368.547832478,0.0,46.0930336215,113.312780494,630.136594237,607.054814223,5.66466996096,17.4171100524
 01/09  05:00:00,935.741069898,102.203354281,371.790503771,0.0,100.150657288,148.969399434,602.4923693,579.412036252,5.66466996096,17.4156630867
 01/09  06:00:00,940.501594749,102.203354281,375.322796626,0.0,100.150657288,149.894399434,1030.53540048,1007.65462144,14.1616749024,8.71910413943
 01/09  07:00:00,1162.95428897,102.525297985,375.318459315,0.0,176.471037341,302.612436532,724.163766843,678.420890687,28.3233498048,17.419526351
 01/09  08:00:00,1276.50704559,102.87902982,375.059038591,0.0,243.2593065,310.10971186,677.920304693,609.06621503,42.4850247072,26.3690649555
 01/09  09:00:00,1321.89823794,103.027416866,383.364022056,0.0,243.2593065,310.10971186,616.81659851,533.658447007,56.6466996096,26.511451893
 01/09  10:00:00,1334.242658,103.183855254,367.168762137,0.0,243.2593065,302.612436532,548.43702127,470.467635441,42.4850247072,35.484361121
 01/09  11:00:00,1334.64968391,103.775598059,397.822979573,0.0,243.2593065,310.10971186,554.847585086,439.409298045,70.808374512,44.6299125287
 01/09  12:00:00,1309.8360679,104.486977664,386.779472468,0.0,243.2593065,310.10971186,524.81014276,418.234109395,70.808374512,35.7676588528
 01/09  13:00:00,1255.74558595,105.401377191,377.979216456,0.0,243.2593065,310.10971186,517.540055685,402.261772893,70.808374512,44.4699082798
 01/09  14:00:00,1292.36621042,106.473432425,377.3632085,0.0,243.2593065,302.612436532,469.752390135,377.339658948,56.6466996096,35.7660315773
 01/09  15:00:00,1291.75907717,107.403427779,365.738799681,0.0,243.2593065,302.612436532,434.490275159,347.385262725,42.4850247072,44.6199877263
 01/09  16:00:00,1311.40496284,107.959780779,359.543383211,0.0,243.2593065,302.612436532,429.417381207,337.144027842,56.6466996096,35.6266537557
 01/09  17:00:00,1327.75839749,107.720975716,350.900003536,0.0,243.2593065,310.10971186,504.603116197,384.201622028,84.9700494144,35.4314447551
 01/09  18:00:00,1347.07740324,108.350226888,354.271959874,0.0,243.2593065,310.10971186,508.250914947,405.751074081,84.9700494144,17.5297914509
 01/09  19:00:00,1084.68371251,102.203354281,365.79820947,0.0,166.938926447,199.110933808,496.404230525,393.964378018,84.9700494144,17.4698030924
 01/09  20:00:00,1083.1464678,102.203354281,368.303209584,0.0,166.938926447,191.61365848,479.421720606,403.367395676,56.6466996096,19.4076253196
 01/09  21:00:00,957.37875455,102.203354281,375.806931999,0.0,100.150657288,124.558693486,530.706169184,449.807142817,56.6466996096,24.252326758
 01/09  22:00:00,926.219779401,102.203354281,387.457168735,0.0,100.150657288,124.558693486,511.996213862,460.788865224,42.4850247072,8.72232393033
 01/09  23:00:00,857.514257469,102.203354281,385.421825165,0.0,46.0930336215,124.558693486,524.165233428,478.426164859,28.3233498048,17.4157187645
 01/09  24:00:00,861.261300167,102.203354281,391.122797798,0.0,46.0930336215,124.558693486,517.118933753,485.540077923,14.1616749024,17.4171809271
 01/10  01:00:00,844.295148626,102.203354281,390.665739412,0.0,46.0930336215,113.312780494,503.59964,489.214982752,5.66466996096,8.71998728688
 01/10  02:00:00,840.827358203,102.203354281,389.939009794,0.0,46.0930336215,113.312780494,515.078933376,491.997657134,5.66466996096,17.4166062811
 01/10  03:00:00,841.610361483,102.203354281,393.120282582,0.0,46.0930336215,113.312780494,519.444486413,496.361690216,5.66466996096,17.4181262362
 01/10  04:00:00,843.254398489,102.203354281,396.55598524,0.0,46.0930336215,113.312780494,516.115231372,501.733105594,5.66466996096,8.71745581669
 01/10  05:00:00,933.191878096,102.203354281,399.673030465,0.0,100.150657288,148.969399434,507.53794912,484.45585475,5.66466996096,17.4174244095
 01/10  06:00:00,940.724747949,102.4246801,411.166250396,0.0,100.150657288,149.894399434,766.344369417,734.763701745,14.1616749024,17.4189927695
 01/10  07:00:00,1171.31139524,103.284031586,417.881318747,0.0,176.471037341,302.612436532,575.968591826,538.927388884,28.3233498048,8.71785313683
 01/10  08:00:00,1279.9720397,104.402622249,418.58736039,0.0,243.2593065,310.10971186,559.434839629,490.578646043,42.4850247072,26.3711688793
 01/10  09:00:00,1305.12537026,106.109699888,413.987015069,0.0,243.2593065,310.10971186,525.738624207,433.752877657,56.6466996096,35.339046941
 01/10  10:00:00,1317.83871244,107.494643342,402.721796215,0.0,243.2593065,302.612436532,470.113171652,392.156298186,42.4850247072,35.4718487586
 01/10  11:00:00,1314.05924668,108.720693825,397.911039611,0.0,243.2593065,310.10971186,479.247755584,372.747319994,70.808374512,35.6920610776
 01/10  12:00:00,1302.53329244,110.051004853,392.825932411,0.0,243.2593065,310.10971186,479.544765236,364.024375962,70.808374512,44.7120147625
 01/10  13:00:00,1266.39689328,111.193713492,391.626546825,0.0,243.2593065,310.10971186,463.691386743,357.311358318,70.808374512,35.5716539139
 01/10  14:00:00,1299.99349322,112.424605425,393.859301192,0.0,243.2593065,302.612436532,438.190507483,336.831700065,56.6466996096,44.7121078081
 01/10  15:00:00,1300.52610902,112.953862583,388.487034974,0.0,243.2593065,302.612436532,403.370938579,325.183130859,42.4850247072,35.7027830122
 01/10  16:00:00,1308.31199331,113.48955723,384.846535573,0.0,243.2593065,302.612436532,422.453319608,321.279988533,56.6466996096,44.5266314657
 01/10  17:00:00,1326.43351808,112.889625147,394.969647904,0.0,243.2593065,310.10971186,487.198321848,366.808993854,84.9700494144,35.4192785799
 01/10  18:00:00,1372.27888863,112.975996651,422.722337426,0.0,243.2593065,310.10971186,499.767895315,397.265948409,84.9700494144,17.5318974911
 01/10  19:00:00,1104.08986967,102.203354281,415.834467378,0.0,166.938926447,199.110933808,512.932538843,410.494518167,84.9700494144,17.4679712606
 01/10  20:00:00,1095.3505685,102.203354281,408.00757244,0.0,166.938926447,191.61365848,494.459778304,420.348020439,56.6466996096,17.4650582561
 01/10  21:00:00,957.046484161,102.203354281,403.244990236,0.0,100.150657288,124.558693486,542.25825757,468.144088331,56.6466996096,17.4674696296
 01/10  22:00:00,916.786288312,102.203354281,396.827147828,0.0,100.150657288,124.558693486,539.663207898,479.755613678,42.4850247072,17.4225695131
 01/10  23:00:00,849.881533035,102.203354281,391.6919391,0.0,46.0930336215,124.558693486,538.107080552,499.692614975,28.3233498048,10.0911157719
 01/10  24:00:00,854.936073094,102.203354281,389.863700363,0.0,46.0930336215,124.558693486,535.477434215,505.270760507,14.1616749024,16.0449988065
 01/11  01:00:00,836.576246546,102.203354281,390.837207474,0.0,46.0930336215,113.312780494,533.476649457,510.392482948,5.66466996096,17.4194965475
 01/11  02:00:00,832.799127788,102.203354281,393.388072943,0.0,46.0930336215,113.312780494,539.935399759,516.854274967,5.66466996096,17.4164548314
 01/11  03:00:00,846.540109769,102.203354281,397.226378606,0.0,46.0930336215,113.312780494,529.072304862,514.688091865,5.66466996096,8.71954303616
 01/11  04:00:00,821.102763748,102.203354281,403.575048334,0.0,46.0930336215,113.312780494,544.243748514,521.163279234,5.66466996096,17.4157993192
 01/11  05:00:00,897.519675138,102.203354281,403.569335582,0.0,100.150657288,148.969399434,535.34990529,512.267938579,5.66466996096,17.4172967496
 01/11  06:00:00,904.16619927,102.70580148,398.2875552,0.0,100.150657288,149.894399434,773.657225797,750.775537121,14.1616749024,8.72001377442
 01/11  07:00:00,1127.99162291,103.972675771,396.475275987,0.0,176.471037341,302.612436532,605.434790198,559.693606097,28.3233498048,17.4178342968
 01/11  08:00:00,1248.59793776,106.439530646,395.36926581,0.0,243.2593065,310.10971186,580.02359429,511.166583914,42.4850247072,26.3719856685
 01/11  09:00:00,1296.19095771,108.007055079,391.843946519,0.0,243.2593065,310.10971186,546.885056571,463.729762128,56.6466996096,26.5085948338
 01/11  10:00:00,1320.01363513,109.354463947,399.976573875,0.0,243.2593065,302.612436532,491.131386222,413.158116824,42.4850247072,35.4882446909
 01/11  11:00:00,1324.48684912,110.316694107,415.207280831,0.0,243.2593065,310.10971186,498.875060252,383.43920591,70.808374512,44.6274798298
 01/11  12:00:00,1334.78914465,110.844613188,421.664030093,0.0,243.2593065,310.10971186,496.191573496,382.541382565,70.808374512,42.8418164194
 01/11  13:00:00,1292.3560891,112.48728034,422.829454597,0.0,243.2593065,310.10971186,471.761501069,363.524623285,70.808374512,37.4285032718
 01/11  14:00:00,1328.51226023,113.762849734,396.639229872,0.0,243.2593065,302.612436532,427.656233133,335.237137632,56.6466996096,35.7723958917
 01/11  15:00:00,1314.98603458,114.473264134,416.212693293,0.0,243.2593065,302.612436532,411.676075459,324.570004651,42.4850247072,44.6210461011
 01/11  16:00:00,1320.41179043,114.583922686,432.910399203,0.0,243.2593065,302.612436532,423.069939196,330.790534421,56.6466996096,35.632705165
 01/11  17:00:00,1323.89514083,113.675225116,431.915434945,0.0,243.2593065,310.10971186,505.544608207,385.138142004,84.9700494144,35.4364167891
 01/11  18:00:00,1335.00898395,113.704093148,428.785016142,0.0,243.2593065,310.10971186,524.001693388,412.745428166,84.9700494144,26.2862158074
 01/11  19:00:00,1052.72471659,102.203354281,423.523587763,0.0,166.938926447,199.110933808,525.212599396,422.776360326,84.9700494144,17.4661896557
 01/11  20:00:00,1042.74049902,102.203354281,420.599357521,0.0,166.938926447,191.61365848,504.912642497,430.799330394,56.6466996096,17.4666124937
 01/11  21:00:00,910.567254836,102.203354281,422.218398009,0.0,100.150657288,124.558693486,546.594221705,472.480392199,56.6466996096,17.4671298964
 01/11  22:00:00,871.810933022,102.203354281,422.910016633,0.0,100.150657288,124.558693486,533.255283347,482.049722469,42.4850247072,8.72053617102
 01/11  23:00:00,804.451573108,102.203354281,423.119110702,0.0,46.0930336215,124.558693486,547.671037062,501.92965479,28.3233498048,17.4180324679
 01/11  24:00:00,806.299681299,102.203354281,424.004726975,0.0,46.0930336215,124.558693486,541.134697385,509.556384062,14.1616749024,17.4166384204
 01/12  01:00:00,795.440931723,102.203354281,425.658019609,0.0,46.0930336215,113.312780494,528.031606394,513.648759944,5.66466996096,8.71817648941
 01/12  02:00:00,796.004968585,102.203354281,426.250718135,0.0,46.0930336215,113.312780494,540.099949076,517.016256779,5.66466996096,17.4190223361
 01/12  03:00:00,797.117215998,102.203354281,427.213133643,0.0,46.0930336215,113.312780494,542.514933716,519.43264394,5.66466996096,17.4176198151
 01/12  04:00:00,797.838565613,102.203354281,428.033050698,0.0,46.0930336215,113.312780494,546.69204784,523.611179018,5.66466996096,17.4161988606
 01/12  05:00:00,886.319543104,102.203354281,426.2474009,0.0,100.150657288,148.969399434,522.839042596,508.454981033,5.66466996096,8.71939160193
 01/12  06:00:00,884.702856209,102.784527852,422.654634372,0.0,100.150657288,149.894399434,760.077691687,728.495517453,14.1616749024,17.4204993318
 01/12  07:00:00,1112.50171509,104.449053929,417.142730438,0.0,176.471037341,302.612436532,599.687138353,553.946737685,28.3233498048,17.4170508634
 01/12  08:00:00,1222.25831573,107.158055265,414.831609537,0.0,243.2593065,310.10971186,564.332637227,504.259654863,42.4850247072,17.5879576568
 01/12  09:00:00,1264.44945197,108.610120501,418.860424572,0.0,243.2593065,310.10971186,550.765693559,458.773856298,56.6466996096,35.3451376515
 01/12  10:00:00,1301.90641641,109.81743012,421.792958322,0.0,243.2593065,302.612436532,497.336829974,419.37410136,42.4850247072,35.4777039068
 01/12  11:00:00,1313.7389493,111.049182293,424.352970872,0.0,243.2593065,310.10971186,493.521946652,387.01378498,70.808374512,35.6997871594
 01/12  12:00:00,1321.80424484,112.344411398,428.457248015,0.0,243.2593065,310.10971186,487.334219036,371.814733813,70.808374512,44.7111107109
 01/12  13:00:00,1284.92938317,113.490165173,431.850506793,0.0,243.2593065,310.10971186,471.461997381,365.074501768,70.808374512,35.5791211012
 01/12  14:00:00,1321.68711404,114.526335436,434.217700403,0.0,243.2593065,302.612436532,451.168485954,349.80903422,56.6466996096,44.7127521245
 01/12  15:00:00,1323.2106279,115.254382416,434.981556288,0.0,243.2593065,302.612436532,419.490909118,332.379497486,42.4850247072,44.6263869246
 01/12  16:00:00,1323.53321377,115.380345237,435.199359932,0.0,243.2593065,302.612436532,422.555556906,330.288670109,56.6466996096,35.6201871873
 01/12  17:00:00,1328.03920143,114.327305355,434.664325742,0.0,243.2593065,310.10971186,502.041199965,381.645130061,84.9700494144,35.4260204899
 01/12  18:00:00,1341.92113098,114.339824418,433.471069835,0.0,243.2593065,310.10971186,507.889520141,405.388289374,84.9700494144,17.5311813526
 01/12  19:00:00,1062.08675403,102.203354281,432.228462465,0.0,166.938926447,199.110933808,517.063109562,414.622879951,84.9700494144,17.4701801965
 01/12  20:00:00,1052.322786,102.203354281,429.751312244,0.0,166.938926447,191.61365848,499.860383293,425.745395251,56.6466996096,17.4682884326
 01/12  21:00:00,913.841621156,102.203354281,425.31199807,0.0,100.150657288,124.558693486,547.186712791,473.070992565,56.6466996096,17.4690206167
 01/12  22:00:00,869.538875081,102.203354281,419.692974303,0.0,100.150657288,124.558693486,542.724666643,482.816828134,42.4850247072,17.422813802
 01/12  23:00:00,802.289599537,102.203354281,420.83648764,0.0,46.0930336215,124.558693486,543.439400282,497.697263026,28.3233498048,17.4187874512
 01/12  24:00:00,809.2146173,102.203354281,426.62700175,0.0,46.0930336215,124.558693486,525.460102252,502.580655688,14.1616749024,8.71777166201
 01/13  01:00:00,797.020763869,102.203354281,427.138930299,0.0,46.0930336215,113.312780494,533.59863098,510.515668214,5.66466996096,17.4182928051
 01/13  02:00:00,793.485031106,102.203354281,423.823096869,0.0,46.0930336215,113.312780494,541.705261393,518.623757126,5.66466996096,17.4168343051
 01/13  03:00:00,791.674505019,102.203354281,422.046125181,0.0,46.0930336215,113.312780494,537.477388224,523.094469946,5.66466996096,8.71824831714
 01/13  04:00:00,793.302315769,102.203354281,423.591954003,0.0,46.0930336215,113.312780494,548.050397007,524.966564185,5.66466996096,17.4191628607
 01/13  05:00:00,887.38702449,102.203354281,424.726309657,0.0,100.150657288,148.969399434,531.034013948,507.951576861,5.66466996096,17.4177671255
 01/13  06:00:00,887.771003548,102.81469292,423.784165092,0.0,100.150657288,149.894399434,748.799596554,717.221546923,14.1616749024,17.4163747291
 01/13  07:00:00,1116.26277021,104.733581911,422.602640531,0.0,176.471037341,302.612436532,581.651352925,544.608514731,28.3233498048,8.7194883891
 01/13  08:00:00,1228.40986495,107.263321723,419.287642215,0.0,243.2593065,310.10971186,576.841791162,507.984203503,42.4850247072,26.3725629527
 01/13  09:00:00,1263.44813616,108.255632304,416.221536957,0.0,243.2593065,310.10971186,574.182335859,487.953727825,56.6466996096,29.5819084243
 01/13  10:00:00,1296.42757584,108.962196976,417.203880917,0.0,243.2593065,302.612436532,552.091661323,477.199818111,42.4850247072,32.4068185054
 01/13  11:00:00,1306.431258,109.697998101,418.929164977,0.0,243.2593065,310.10971186,573.00763711,457.580383136,70.808374512,44.6188794616
 01/13  12:00:00,1310.57752337,111.066592935,420.414382344,0.0,243.2593065,310.10971186,525.468787224,409.943914238,70.808374512,44.716498474
 01/13  13:00:00,1275.71934581,112.298857008,424.607602453,0.0,243.2593065,310.10971186,491.632986842,385.25713193,70.808374512,35.5674803991
 01/13  14:00:00,1314.73567871,113.384776795,429.054154973,0.0,243.2593065,302.612436532,464.501441431,363.138731355,56.6466996096,44.7160104663
 01/13  15:00:00,1316.36167797,114.179553003,430.27289372,0.0,243.2593065,302.612436532,423.87873236,345.695148433,42.4850247072,35.6985592198
 01/13  16:00:00,1318.28129315,114.340914363,432.040615013,0.0,243.2593065,302.612436532,445.476798611,344.289963034,56.6466996096,44.540135968
 01/13  17:00:00,1325.60143216,113.51011517,433.38837419,0.0,243.2593065,310.10971186,504.862094167,393.314743144,84.9700494144,26.5773016082
 01/13  18:00:00,1340.47589927,113.611869456,433.432860665,0.0,243.2593065,310.10971186,529.856684868,418.599387278,84.9700494144,26.2872481758
 01/13  19:00:00,1057.59823537,102.203354281,428.579966934,0.0,166.938926447,199.110933808,533.389871025,430.949663845,84.9700494144,17.4701577656
 01/13  20:00:00,1044.29942875,102.203354281,422.909837855,0.0,166.938926447,191.61365848,516.937382846,442.820019808,56.6466996096,17.4706634278
