days_ap_kor_amt,days_unit_ap_qty,days_unit_price,incremental_number,org_display,ap_date
3500000,1,3500000,12751,Gwangyang,2012-11-19T00:00:00.0000000
3500000,1,3500000,14426,Pohang,2010-02-25T00:00:00.0000000
3500000,5,3500000,1548,Gwangyang,2013-09-24T00:00:00.0000000
3520000,80,92000,12172,Iksan VIP,2014-08-18T00:00:00.0000000
3524048,238,976010,744,Iksan,2013-03-11T00:00:00.0000000
3526250,1102,2353475,13798,Gwangyang,2015-08-25T00:00:00.0000000
3527000,4,3527000,2144,Gwangyang,2010-03-05T00:00:00.0000000
3530000,2,3530000,2773,Gwangyang,2017-01-25T00:00:00.0000000
3530000,2001,1431050,6099,Iksan,2012-05-11T00:00:00.0000000
3531000,512,3261040,12335,Iksan VIP,2016-11-29T00:00:00.0000000
3531000,1082,59200,13133,Iksan,2012-08-29T00:00:00.0000000
3536720,14500,1690,7315,Iksan VIP,2014-08-31T00:00:00.0000000
3540000,2,3540000,5897,Gwangyang,2017-11-21T00:00:00.0000000
3545100,9090,390,303,Iksan,2019-08-21T00:00:00.0000000
3553250,20058,1950065,7116,Iksan,2019-03-20T00:00:00.0000000
3560000,4,3560000,1277,Gwangyang,2014-02-06T00:00:00.0000000
3577500,675,5300,8613,Gunsan RE,2013-12-27T00:00:00.0000000
3580000,1,3580000,6762,Pohang,2010-03-18T00:00:00.0000000
3600000,1,3600000,2722,Gunsan RE,2018-07-04T00:00:00.0000000
3600000,1,3600000,3725,Pohang,2014-12-17T00:00:00.0000000
3600000,1,3600000,4909,Gwangyang,2014-02-18T00:00:00.0000000
3600000,1,3600000,11627,Gwangyang,2013-03-11T00:00:00.0000000
3600000,1,3600000,14385,Iksan VIP,2015-02-12T00:00:00.0000000
3600000,1,3600000,14591,Gunsan Chemical,2018-11-09T00:00:00.0000000
3600000,3,3600000,3479,Gwangyang,2017-09-07T00:00:00.0000000
3600000,8,450000,5816,Iksan,2011-11-08T00:00:00.0000000
3600000,2000,1800,7685,Iksan,2017-04-11T00:00:00.0000000
3600000,2400,1500,12227,Iksan VIP,2012-09-11T00:00:00.0000000
3605000,6,2405000,9763,Iksan,2014-04-16T00:00:00.0000000
3606000,2,3606000,9450,Iksan,2014-08-18T00:00:00.0000000
3611000,3,3055500,2486,Iksan VIP,2014-08-30T00:00:00.0000000
3615000,2,3615000,4540,Gwangyang,2020-01-20T00:00:00.0000000
3622000,35,1126000,4016,Gwangyang,2019-09-26T00:00:00.0000000
3630000,1,3630000,14706,Gwangyang,2014-07-15T00:00:00.0000000
3630000,3,3630000,5172,Gwangyang,2011-08-24T00:00:00.0000000
3639000,83,288000,3503,Iksan,2017-06-13T00:00:00.0000000
3650000,2,3650000,10777,Pohang,2019-08-08T00:00:00.0000000
3655000,1,3655000,12882,Gwangyang,2013-03-07T00:00:00.0000000
3656000,30,962000,10055,Gwangyang,2017-07-11T00:00:00.0000000
3658470,3232,2725289,10245,Gwangyang,2019-03-20T00:00:00.0000000
3659000,101,773150,5278,Iksan,2015-10-20T00:00:00.0000000
3659300,8510,430,2563,Iksan,2020-01-02T00:00:00.0000000
3660000,1,3660000,8042,Gwangyang,2012-07-18T00:00:00.0000000
3660000,65,531000,7004,Iksan VIP,2018-07-30T00:00:00.0000000
3670000,3,3670000,9862,Pohang,2018-07-05T00:00:00.0000000
3672000,1,3672000,12843,Gwangyang,2010-11-11T00:00:00.0000000
3674156,7,3220262,3251,Iksan,2013-12-20T00:00:00.0000000
3680000,1,3680000,6590,Gunsan Chemical,2014-08-19T00:00:00.0000000
3682500,4697,10000,11835,Jungbu Incheon,2015-03-03T00:00:00.0000000
3691548,39900,0,9802,Gunsan Chemical,2011-12-19T00:00:00.0000000
3700000,1,3700000,5047,Gwangyang,2014-05-09T00:00:00.0000000
3700000,1,3700000,8447,Pohang,2010-09-13T00:00:00.0000000
3700000,1,3700000,8976,Gwangyang,2011-04-13T00:00:00.0000000
3700000,1,3700000,13842,Gwangyang,2013-08-01T00:00:00.0000000
3705000,41,2670000,1529,Gwangyang,2012-01-20T00:00:00.0000000
3709800,643,43920,11816,Gunsan Chemical,2020-03-19T00:00:00.0000000
3710000,1,3710000,12463,Iksan,2013-04-24T00:00:00.0000000
3710000,2,3710000,10698,Gwangyang,2015-02-10T00:00:00.0000000
3710000,6,3710000,743,Gwangyang,2014-08-19T00:00:00.0000000
3711855,37200,499,4716,Iksan VIP,2018-03-02T00:00:00.0000000
3712600,36091,148130,13176,Jungbu Incheon,2012-06-18T00:00:00.0000000
3713000,4,3713000,9914,Gwangyang,2010-10-04T00:00:00.0000000
3720000,800,14200,4680,Iksan,2018-06-08T00:00:00.0000000
3732200,39,2141000,3683,Iksan,2013-09-25T00:00:00.0000000
3736500,860,14334,6092,Iksan,2016-08-17T00:00:00.0000000
3738400,27903,893055,7185,Iksan,2014-04-29T00:00:00.0000000
3745864,1202,250882,11518,Iksan VIP,2019-10-22T00:00:00.0000000
3750000,1,3750000,84,Gwangyang,2015-03-14T00:00:00.0000000
3750000,1,3750000,1579,Gwangyang,2011-06-25T00:00:00.0000000
3750000,1,3750000,3948,Gwangyang,2015-09-01T00:00:00.0000000
3750000,1,3750000,3967,Gwangyang,2015-02-17T00:00:00.0000000
3750000,1,3750000,9461,Gwangyang,2014-02-08T00:00:00.0000000
3750000,1,3750000,9598,Gwangyang,2012-12-27T00:00:00.0000000
3750000,1,3750000,12865,Gwangyang,2011-10-16T00:00:00.0000000
3750000,1,3750000,13291,Gwangyang,2011-08-16T00:00:00.0000000
3750000,1,3750000,14737,Gwangyang,2012-11-04T00:00:00.0000000
3760000,1,3760000,14574,Gwangyang,2018-08-08T00:00:00.0000000
3766000,48,1183400,1774,Iksan,2015-10-28T00:00:00.0000000
3770000,3,3770000,2404,Gwangyang,2011-07-13T00:00:00.0000000
3774000,4,3774000,5384,Gwangyang,2019-02-08T00:00:00.0000000
3774186,8,3021103,13764,Gunsan RE,2017-03-23T00:00:00.0000000
3780000,2,3780000,907,Gwangyang,2015-08-07T00:00:00.0000000
3800000,1,3800000,1029,Gwangyang,2017-06-10T00:00:00.0000000
3800000,1,3800000,2334,Gwangyang,2017-12-23T00:00:00.0000000
3800000,1,3800000,2958,Gwangyang,2014-02-05T00:00:00.0000000
3800000,1,3800000,14110,Pohang,2012-02-20T00:00:00.0000000
3800000,2,3800000,2242,Gwangyang,2014-01-14T00:00:00.0000000
3800000,3,3570000,10111,Gwangyang,2012-08-03T00:00:00.0000000
3800000,5,3800000,3146,Gwangyang,2016-06-14T00:00:00.0000000
3800000,2000,1900,484,Iksan,2015-10-05T00:00:00.0000000
3800000,2000,1900,522,Iksan,2014-10-02T00:00:00.0000000
3800000,2000,1900,2939,Iksan,2015-01-06T00:00:00.0000000
3800000,2000,1900,3670,Iksan,2014-09-03T00:00:00.0000000
3800000,2000,1900,5610,Iksan,2015-03-10T00:00:00.0000000
3800000,5000,760,13070,Gunsan Chemical,2017-02-08T00:00:00.0000000
3811310,140,2621260,10179,Iksan,2010-01-19T00:00:00.0000000
3828890,292,845750,6548,Iksan,2010-11-23T00:00:00.0000000
3836140,31930,7238,12989,Gunsan Chemical,2017-04-27T00:00:00.0000000
3850000,2,3850000,12442,Gwangyang,2019-04-18T00:00:00.0000000
3850000,3000,2750,2475,Iksan VIP,2019-01-23T00:00:00.0000000
3900000,1,3900000,5254,Pohang,2011-03-03T00:00:00.0000000
3900000,1,3900000,11592,Iksan,2014-07-12T00:00:00.0000000
3900000,1,3900000,12615,Gwangyang,2010-02-12T00:00:00.0000000
3900000,1,3900000,13135,Gwangyang,2016-06-07T00:00:00.0000000
3900000,1,3900000,14747,Gwangyang,2012-07-03T00:00:00.0000000
3900000,500,7800,5802,Iksan VIP,2011-07-30T00:00:00.0000000
3900000,2000,1950,3806,Iksan,2019-02-01T00:00:00.0000000
3900096,32500,120,12773,Iksan VIP,2013-05-14T00:00:00.0000000
3905000,2,3905000,13706,Gwangyang,2015-11-02T00:00:00.0000000
3910000,4,3910000,495,Iksan VIP,2017-03-30T00:00:00.0000000
3920000,350,11200,9501,Gunsan Chemical,2019-10-25T00:00:00.0000000
3923424,1,2565,6775,Gwangyang,2011-11-01T00:00:00.0000000
3925853,37340,0,3602,Gunsan Chemical,2010-08-07T00:00:00.0000000
3932600,860,15100,2259,Iksan,2013-09-17T00:00:00.0000000
3932600,860,15100,4338,Iksan,2012-06-05T00:00:00.0000000
3932600,860,15100,4661,Iksan,2013-01-18T00:00:00.0000000
3932600,860,15100,7647,Iksan,2015-02-23T00:00:00.0000000
3940000,1,3940000,3719,Gwangyang,2016-11-09T00:00:00.0000000
3950000,1,3950000,402,Iksan VIP,2013-02-26T00:00:00.0000000
3954000,2,3954000,14109,Pohang,2019-03-07T00:00:00.0000000
3960000,4,2890000,11484,Gwangyang,2017-09-25T00:00:00.0000000
3961525,1000,1393,941,Pohang,2012-05-09T00:00:00.0000000
3970000,2,3970000,11163,Gwangyang,2012-08-24T00:00:00.0000000
3980000,1,3980000,2112,Gwangyang,2018-07-19T00:00:00.0000000
3980000,1,3980000,8266,Gwangyang,2019-06-13T00:00:00.0000000
3980040,5,3406680,7883,Gwangyang,2019-12-05T00:00:00.0000000
3983790,1949,916870,14308,Iksan,2010-08-11T00:00:00.0000000
3990000,2,3990000,13308,Gwangyang,2014-07-11T00:00:00.0000000
3992000,2,3992000,13082,Gwangyang,2017-06-22T00:00:00.0000000
3993996,58680,0,11913,Gunsan Chemical,2010-10-04T00:00:00.0000000
4000000,1,4000000,6736,Pohang,2018-10-18T00:00:00.0000000
4000000,1,4000000,10090,Gwangyang,2010-02-02T00:00:00.0000000
4000000,1,4000000,12218,Pohang,2019-07-05T00:00:00.0000000
4000000,1,4000000,13466,Gwangyang,2015-08-29T00:00:00.0000000
4000000,10000,400,10792,Gunsan Chemical,2011-02-13T00:00:00.0000000
4006829,600,6,5623,Iksan,2011-05-04T00:00:00.0000000
4010138,50,5604,3206,Gunsan Chemical,2012-05-11T00:00:00.0000000
4012000,1,4012000,4365,Gwangyang,2012-07-17T00:00:00.0000000
4016700,2259,228810,8687,Iksan VIP,2011-11-21T00:00:00.0000000
4020000,6000,670,13524,Gunsan Chemical,2014-01-10T00:00:00.0000000
4020700,1215,138810,3157,Iksan,2020-03-10T00:00:00.0000000
4022200,1,4022200,11912,Gwangyang,2010-08-24T00:00:00.0000000
4045900,2650,1079930,6792,Jungbu Incheon,2012-04-19T00:00:00.0000000
4058000,1714,118260,5706,Iksan VIP,2015-07-30T00:00:00.0000000
4061677,57140,0,1627,Gunsan Chemical,2010-04-03T00:00:00.0000000
4065050,1076,435258,2272,Pohang,2020-03-13T00:00:00.0000000
4071340,59580,0,13111,Gunsan Chemical,2010-11-20T00:00:00.0000000
4072000,34,2825000,9722,Iksan,2014-07-30T00:00:00.0000000
4077520,585,953520,6154,Iksan VIP,2017-03-02T00:00:00.0000000
4078000,1,4078000,13610,Pohang,2018-05-16T00:00:00.0000000
4080000,800,5100,8364,Gwangyang,2016-04-10T00:00:00.0000000
4080000,800,5100,8790,Gwangyang,2016-02-28T00:00:00.0000000
4081000,2,4081000,8824,Gwangyang,2014-08-26T00:00:00.0000000
4093816,400,6,6662,Iksan,2010-02-08T00:00:00.0000000
4100000,82,150000,11660,Iksan,2015-09-22T00:00:00.0000000
4100000,100,41000,2784,Iksan,2010-05-13T00:00:00.0000000
4111317,1,3110,8909,Gunsan RE,2019-07-09T00:00:00.0000000
4113510,1036,2870040,6711,Iksan,2018-04-24T00:00:00.0000000
4140000,22,4035500,8201,Iksan VIP,2011-10-28T00:00:00.0000000
4140000,1000,4140,5790,Iksan VIP,2013-02-20T00:00:00.0000000
4148000,5,4148000,3141,Gwangyang,2014-07-01T00:00:00.0000000
4150000,5000,830,4967,Iksan,2016-06-23T00:00:00.0000000
4160000,1,4160000,518,Gwangyang,2011-10-24T00:00:00.0000000
4160000,800,5200,317,Gwangyang,2013-02-27T00:00:00.0000000
4160000,800,5200,1899,Gwangyang,2013-12-28T00:00:00.0000000
4164300,2,4164300,221,Gwangyang,2013-06-18T00:00:00.0000000
4173400,20591,186810,8865,Pohang,2015-07-21T00:00:00.0000000
4174000,2,4174000,5695,Gwangyang,2012-02-08T00:00:00.0000000
4174251,58300,0,5865,Gunsan Chemical,2010-03-23T00:00:00.0000000
4177304,217,1700010,12659,Iksan,2012-07-24T00:00:00.0000000
4190000,52,3504000,9248,Gwangyang,2014-11-26T00:00:00.0000000
4190330,33064,42910,1022,Iksan VIP,2014-10-06T00:00:00.0000000
4194000,336,17500,13194,Iksan,2017-07-24T00:00:00.0000000
4197500,2530,3400,13760,Iksan VIP,2018-02-27T00:00:00.0000000
4200000,1,4200000,3379,Gunsan Chemical,2017-02-14T00:00:00.0000000
4200000,1,4200000,14439,Gwangyang,2018-12-11T00:00:00.0000000
4200000,2,4200000,443,Pohang,2010-12-20T00:00:00.0000000
4200000,6000,700,2428,Gunsan Chemical,2013-08-14T00:00:00.0000000
4220000,800,14200,3960,Iksan,2017-07-19T00:00:00.0000000
4240000,7,3950000,9212,Iksan,2015-04-14T00:00:00.0000000
4250000,2,4250000,3904,Gwangyang,2015-08-26T00:00:00.0000000
4250000,2,4250000,11303,Gwangyang,2012-03-16T00:00:00.0000000
4267905,51,1505400,8058,Gunsan Chemical,2013-12-18T00:00:00.0000000
4269000,4,4269000,12224,Pohang,2014-01-30T00:00:00.0000000
4274887,16960,0,13576,Gunsan Chemical,2013-09-06T00:00:00.0000000
4280000,2,4280000,13716,Gwangyang,2014-05-12T00:00:00.0000000
4280000,4,4280000,10968,Gwangyang,2013-07-23T00:00:00.0000000
4286500,2042,75645,3061,Iksan VIP,2011-11-22T00:00:00.0000000
4290000,1,4290000,11512,Iksan VIP,2015-10-19T00:00:00.0000000
4296300,1241,164630,12829,Iksan,2016-02-23T00:00:00.0000000
4300000,1,4300000,2125,Iksan,2019-04-02T00:00:00.0000000
4300000,1,4300000,3626,Pohang,2017-09-21T00:00:00.0000000
4300000,1,4300000,9626,Gwangyang,2018-01-23T00:00:00.0000000
4300000,1,4300000,12815,Pohang,2017-08-19T00:00:00.0000000
4300000,2,4300000,4058,Gwangyang,2018-02-23T00:00:00.0000000
4300000,3,4300000,1135,Gwangyang,2017-09-18T00:00:00.0000000
4300000,3,4300000,13339,Gwangyang,2013-09-04T00:00:00.0000000
4301200,8861,604970,9527,Iksan,2019-09-23T00:00:00.0000000
4310000,15,1390000,8327,Iksan,2011-09-22T00:00:00.0000000
4315680,35964,240,12494,Iksan VIP,2013-06-05T00:00:00.0000000
4334017,4,835,13441,Gunsan Chemical,2017-11-03T00:00:00.0000000
4342000,1000,80100,5968,Iksan,2017-09-08T00:00:00.0000000
4350000,1,4350000,2850,Iksan,2011-06-20T00:00:00.0000000
4350000,1001,397920,11963,Iksan VIP,2015-10-07T00:00:00.0000000
4350000,6000,725,10950,Gunsan Chemical,2016-03-04T00:00:00.0000000
4361000,1800,5730,3351,Iksan VIP,2011-04-11T00:00:00.0000000
4365000,2,4365000,13756,Gwangyang,2020-04-03T00:00:00.0000000
4369000,3,4369000,4162,Pohang,2019-01-24T00:00:00.0000000
4380000,6000,730,13976,Gunsan Chemical,2017-05-25T00:00:00.0000000
4392456,876,6510,1905,Iksan,2013-01-07T00:00:00.0000000
4400000,1,4400000,6084,Iksan VIP,2012-11-27T00:00:00.0000000
4400000,1,4400000,7978,Gunsan Chemical,2020-04-24T00:00:00.0000000
4400000,1,4400000,13304,Gwangyang,2014-05-13T00:00:00.0000000
4400000,2,4400000,11283,Gwangyang,2011-09-24T00:00:00.0000000
4400000,400,11000,13753,Iksan,2013-11-26T00:00:00.0000000
4410000,2,4410000,1728,Gwangyang,2016-05-09T00:00:00.0000000
4414139,4,860,11715,Gunsan Chemical,2015-10-22T00:00:00.0000000
4414158,8,1652,11156,Iksan,2020-05-04T00:00:00.0000000
4420524,2,4420524,14404,Pohang,2017-09-19T00:00:00.0000000
4425000,25,177000,6322,Jungbu Incheon,2018-10-01T00:00:00.0000000
4430000,2,4430000,6103,Gunsan Chemical,2015-04-13T00:00:00.0000000
4437000,3000,1479,3903,Jungbu Incheon,2011-01-09T00:00:00.0000000
4437500,1550,9250,5277,Jungbu Incheon,2017-02-23T00:00:00.0000000
4440000,72,140000,9175,Gunsan Chemical,2016-12-26T00:00:00.0000000
4440000,12500,905,12504,Iksan,2016-09-23T00:00:00.0000000
4463000,3,4463000,10503,Gwangyang,2019-03-13T00:00:00.0000000
4465000,950,4700,4110,Gunsan Chemical,2015-08-14T00:00:00.0000000
4468505,4,4468505,5307,Gwangyang,2018-07-09T00:00:00.0000000
4468750,1,5530000,2975,Pohang,2017-02-03T00:00:00.0000000
4469000,216,2049900,8022,Iksan,2017-07-07T00:00:00.0000000
4480000,40,452000,3632,Iksan,2018-08-20T00:00:00.0000000
4480000,800,5600,5197,Gwangyang,2019-07-27T00:00:00.0000000
4482000,27000,166,1345,Iksan,2016-08-29T00:00:00.0000000
4484160,432,10,6569,Iksan,2014-09-15T00:00:00.0000000
4486761,423,10,3350,Iksan,2013-11-10T00:00:00.0000000
4500000,1,4500000,9000,Gwangyang,2019-09-20T00:00:00.0000000
4500000,1,4500000,12771,Pohang,2018-11-12T00:00:00.0000000
4500000,600,7500,6592,Gunsan Chemical,2018-04-10T00:00:00.0000000
4500000,3000,1500,8128,Iksan,2019-08-06T00:00:00.0000000
4500000,3000,1500,8377,Iksan,2016-09-05T00:00:00.0000000
4504976,406,10,9633,Iksan,2013-09-02T00:00:00.0000000
4506000,3,4506000,3334,Gwangyang,2014-04-11T00:00:00.0000000
4512500,15,3392500,334,Iksan,2013-10-23T00:00:00.0000000
4513500,531,8500,8820,Iksan,2012-09-13T00:00:00.0000000
4515264,416,10,11510,Iksan,2011-04-11T00:00:00.0000000
4520000,1,4520000,5933,Gwangyang,2014-03-17T00:00:00.0000000
4528000,2,4528000,13356,Iksan,2013-08-22T00:00:00.0000000
4530000,1,4530000,13553,Gwangyang,2016-07-14T00:00:00.0000000
4530000,3,4530000,7767,Gwangyang,2018-05-03T00:00:00.0000000
4533840,432,10,3136,Iksan,2011-08-02T00:00:00.0000000
4540000,3,4540000,7176,Gwangyang,2016-10-07T00:00:00.0000000
4546200,291,1765940,12103,Iksan,2010-06-16T00:00:00.0000000
4552067,59503,106000,4479,Gunsan Chemical,2010-11-10T00:00:00.0000000
4572500,25150,5129,14520,Jungbu Incheon,2015-06-26T00:00:00.0000000
4575000,42,1053000,12826,Iksan VIP,2017-11-02T00:00:00.0000000
4575000,3300,4765,881,Iksan,2019-08-12T00:00:00.0000000
4581180,81,4233000,2279,Gwangyang,2015-06-29T00:00:00.0000000
4584384,432,10,5145,Iksan,2011-07-19T00:00:00.0000000
4585000,1,4585000,4069,Gunsan RE,2019-08-16T00:00:00.0000000
4600000,0,23000000,13519,Gwangyang,2010-09-10T00:00:00.0000000
4600000,1,4600000,9406,Gwangyang,2012-08-01T00:00:00.0000000
4600000,1,4600000,10131,Iksan VIP,2012-09-01T00:00:00.0000000
4600000,1,4600000,13863,Pohang,2015-08-20T00:00:00.0000000
4600000,1,4600000,13921,Pohang,2012-08-20T00:00:00.0000000
4600000,2,4600000,2447,Gwangyang,2015-08-10T00:00:00.0000000
4600000,2000,2300,12502,Jungbu Incheon,2010-06-02T00:00:00.0000000
4610000,2,4610000,4840,Gwangyang,2015-10-15T00:00:00.0000000
4630000,2001,2301165,9997,Iksan,2019-04-11T00:00:00.0000000
4635000,60,154500,12521,Iksan VIP,2013-04-09T00:00:00.0000000
4640000,8000,580,3531,Iksan,2019-02-12T00:00:00.0000000
4640800,3,4640800,13841,Gwangyang,2011-04-18T00:00:00.0000000
4643321,39000,0,3771,Gunsan Chemical,2010-03-16T00:00:00.0000000
4644864,432,10,1656,Iksan,2013-10-01T00:00:00.0000000
4650000,4,4650000,4046,Gwangyang,2013-11-01T00:00:00.0000000
4650048,432,10,4582,Iksan,2011-06-02T00:00:00.0000000
4650100,75,1357750,10403,Iksan,2019-07-25T00:00:00.0000000
4662600,863,530100,6678,Iksan,2013-05-30T00:00:00.0000000
4665000,2,4665000,5971,Gwangyang,2013-08-27T00:00:00.0000000
4670000,3,4670000,11437,Gwangyang,2015-11-24T00:00:00.0000000
4670865,405,10,6828,Iksan,2012-01-02T00:00:00.0000000
4677264,432,10,12165,Iksan,2011-05-24T00:00:00.0000000
4680000,1,4680000,11080,Gunsan Chemical,2017-11-17T00:00:00.0000000
4688490,110,928100,3679,Gwangyang,2016-03-28T00:00:00.0000000
4690500,885,5300,225,Gunsan RE,2012-12-27T00:00:00.0000000
4698960,40000,0,4525,Gunsan Chemical,2010-04-12T00:00:00.0000000
4700000,1,4700000,4637,Gwangyang,2015-08-03T00:00:00.0000000
4700000,1,4700000,9767,Iksan VIP,2014-11-17T00:00:00.0000000
4700000,2,4700000,1502,Iksan VIP,2019-10-30T00:00:00.0000000
4700000,10000,470,9534,Jungbu Incheon,2010-04-10T00:00:00.0000000
4705103,2,494000,9930,Gunsan RE,2015-08-19T00:00:00.0000000
4710000,6,4710000,3615,Gwangyang,2018-12-26T00:00:00.0000000
4719560,73,150048,2462,Iksan,2017-11-03T00:00:00.0000000
4733996,422,20,12863,Iksan,2013-06-05T00:00:00.0000000
4740000,300,15800,5008,Gwangyang,2015-03-02T00:00:00.0000000
4750000,1,4750000,1002,Gwangyang,2013-04-03T00:00:00.0000000
4750000,500,9500,7125,Gunsan Chemical,2010-02-19T00:00:00.0000000
4754400,3960,1765,10540,Iksan,2019-03-18T00:00:00.0000000
4760000,606,961990,4735,Iksan,2011-09-15T00:00:00.0000000
4760000,4001,1360850,11346,Iksan VIP,2011-05-19T00:00:00.0000000
4761000,365,4353200,1034,Pohang,2017-07-21T00:00:00.0000000
4770000,900,5300,2074,Gunsan RE,2013-04-26T00:00:00.0000000
4770000,900,5300,14447,Gunsan RE,2014-05-27T00:00:00.0000000
4779000,5400,885,8904,Iksan VIP,2014-08-04T00:00:00.0000000
4786992,432,10,2973,Iksan,2011-09-16T00:00:00.0000000
4790000,1,4790000,52,Gwangyang,2015-07-02T00:00:00.0000000
4792600,861,875100,10875,Iksan,2013-02-08T00:00:00.0000000
4800000,0,24000000,6978,Gunsan Chemical,2014-09-19T00:00:00.0000000
4800000,1,4800000,1697,Pohang,2019-03-19T00:00:00.0000000
4800000,1,4800000,2513,Gwangyang,2010-06-07T00:00:00.0000000
4800000,1,4800000,5658,Gwangyang,2016-04-01T00:00:00.0000000
4800000,1,4800000,6057,Gwangyang,2010-12-03T00:00:00.0000000
4800000,1,4800000,6859,Pohang,2015-01-16T00:00:00.0000000
4800000,1,4800000,10455,Gwangyang,2018-09-12T00:00:00.0000000
4800000,2,4800000,13262,Pohang,2019-01-14T00:00:00.0000000
4800600,1080,4445,14197,Iksan,2019-03-06T00:00:00.0000000
4801720,23,4511720,14545,Gwangyang,2020-04-20T00:00:00.0000000
4812064,217,2500010,10146,Iksan,2011-09-01T00:00:00.0000000
4817800,5,4817800,11403,Gwangyang,2014-05-22T00:00:00.0000000
4822200,1080,4465,9247,Iksan,2019-02-19T00:00:00.0000000
4830000,2,4830000,3400,Gwangyang,2012-05-14T00:00:00.0000000
4840000,1100,14200,12808,Iksan,2019-07-16T00:00:00.0000000
4844880,432,10,797,Iksan,2012-02-08T00:00:00.0000000
4846214,20,53000,7087,Gunsan Chemical,2015-05-13T00:00:00.0000000
4850000,1500,7300,10490,Gwangyang,2019-08-01T00:00:00.0000000
4863000,5,4863000,3543,Pohang,2012-05-24T00:00:00.0000000
4865616,432,10,4750,Iksan,2012-02-23T00:00:00.0000000
4866480,1080,4506,72,Iksan,2017-06-14T00:00:00.0000000
4866480,1080,4506,2846,Iksan,2017-05-12T00:00:00.0000000
4885000,3,4885000,8000,Gwangyang,2014-07-08T00:00:00.0000000
4888080,1080,4526,12267,Iksan,2019-05-02T00:00:00.0000000
4892000,2,4892000,10475,Gwangyang,2013-12-12T00:00:00.0000000
4900000,1,4900000,252,Gwangyang,2014-05-02T00:00:00.0000000
4900000,1,4900000,6216,Pohang,2011-09-22T00:00:00.0000000
4900000,1,4900000,7897,Pohang,2014-03-17T00:00:00.0000000
4900000,1,4900000,13815,Gwangyang,2011-02-17T00:00:00.0000000
4900000,2,4900000,9915,Pohang,2011-12-12T00:00:00.0000000
4900608,432,10,4828,Iksan,2012-09-03T00:00:00.0000000
4906240,2931,287840,7251,Iksan,2013-08-23T00:00:00.0000000
4921130,2023,1120090,12700,Iksan,2015-06-26T00:00:00.0000000
4925664,432,10,10511,Iksan,2012-04-23T00:00:00.0000000
4930000,1000,4930,2048,Gunsan RE,2016-10-19T00:00:00.0000000
4934351,1,3209,11840,Gwangyang,2010-10-01T00:00:00.0000000
4940000,1,4940000,4171,Iksan VIP,2015-07-14T00:00:00.0000000
4940000,2,4940000,14291,Gwangyang,2011-04-26T00:00:00.0000000
4940000,5,4940000,12677,Gwangyang,2012-11-28T00:00:00.0000000
4950000,1,4950000,7619,Iksan,2011-10-04T00:00:00.0000000
4950000,1,4950000,8955,Pohang,2017-06-27T00:00:00.0000000
4977200,72,2472000,5893,Pohang,2015-02-25T00:00:00.0000000
4979312,433,80010,8925,Iksan,2012-04-16T00:00:00.0000000
4980000,2,4980000,2009,Pohang,2011-10-26T00:00:00.0000000
4980000,118,1111900,10731,Iksan,2019-01-28T00:00:00.0000000
4983440,2,4983440,13746,Gwangyang,2018-10-11T00:00:00.0000000
4984000,1,4984000,10175,Iksan,2017-04-13T00:00:00.0000000
4992000,2,4992000,7654,Pohang,2020-03-11T00:00:00.0000000
4996150,24,3494120,12511,Iksan,2018-02-05T00:00:00.0000000
5000000,1,5000000,822,Pohang,2010-10-15T00:00:00.0000000
5000000,1,5000000,1509,Pohang,2010-11-23T00:00:00.0000000
5000000,1,5000000,3462,Gwangyang,2018-08-20T00:00:00.0000000
5000000,1,5000000,4566,Pohang,2011-02-19T00:00:00.0000000
5000000,1,5000000,5441,Gwangyang,2013-11-18T00:00:00.0000000
5000000,1,5000000,7608,Iksan,2010-10-16T00:00:00.0000000
5000000,1,5000000,9264,Gwangyang,2014-02-11T00:00:00.0000000
