days_ap_kor_amt,days_unit_ap_qty,days_unit_price,incremental_number,org_display,ap_date
2274926740,4015,2450478,12682,Pohang,2020-02-12T00:00:00.0000000
2277634287,4147011,23270367,11848,Iksan,2015-06-30T00:00:00.0000000
2278137415,2304001,20140001,8192,Gunsan RE,2016-06-23T00:00:00.0000000
2280513190,380000,920000007,12113,Gunsan RE,2010-12-01T00:00:00.0000000
2281104371,2984,4100659,14613,Gwangyang,2012-06-19T00:00:00.0000000
2284086376,12182334,424,8594,Gunsan RE,2013-05-25T00:00:00.0000000
2287253184,480000,4950000006,8378,Gunsan RE,2016-09-26T00:00:00.0000000
2287571319,1911,48631035,12458,Gwangyang,2012-04-19T00:00:00.0000000
2288723895,1903,228900986,546,Gwangyang,2012-09-24T00:00:00.0000000
2289067923,1018,3656,4515,Pohang,2010-07-01T00:00:00.0000000
2292940243,43267,33244,2204,Jungbu Incheon,2017-03-10T00:00:00.0000000
2294492723,4443857,13498682,11433,Iksan,2019-02-28T00:00:00.0000000
2295639137,1912000,397200004,9955,Gunsan RE,2019-03-18T00:00:00.0000000
2298631520,700002,557400011,7786,Gunsan RE,2014-10-10T00:00:00.0000000
2300114899,4039758,11387248,9155,Iksan,2015-07-31T00:00:00.0000000
2300532020,7411742,100479,345,Gunsan RE,2018-10-25T00:00:00.0000000
2305531160,12066,21427192,11965,Jungbu Incheon,2018-07-31T00:00:00.0000000
2308963647,36741,14144563,11853,Pohang,2014-11-26T00:00:00.0000000
2311236257,1,14786659010,2329,Gunsan RE,2012-01-12T00:00:00.0000000
2312800975,592066,882945656,6095,Gunsan RE,2019-03-28T00:00:00.0000000
2315060960,642001,54006962,12701,Gunsan RE,2013-02-07T00:00:00.0000000
2315381048,2765069,18006806,563,Jungbu Incheon,2010-12-31T00:00:00.0000000
2316191979,720054,211,13212,Gunsan RE,2015-03-02T00:00:00.0000000
2317375742,2260002,1215700007,7096,Gunsan RE,2017-07-24T00:00:00.0000000
2319885734,1405444,50302188,8857,Gunsan Chemical,2019-03-29T00:00:00.0000000
2321754652,662410,239153985,7639,Gunsan RE,2014-02-24T00:00:00.0000000
2324048100,520000,11,7780,Gunsan RE,2011-01-03T00:00:00.0000000
2324602200,420001,235000012,4381,Gunsan RE,2011-10-01T00:00:00.0000000
2331744072,3995101,121046101,5176,Iksan,2015-05-31T00:00:00.0000000
2333439780,779000,8,10483,Gunsan RE,2018-02-09T00:00:00.0000000
2333687423,1388000,9,2769,Gunsan RE,2017-11-01T00:00:00.0000000
2335090450,27500,76,9757,Gunsan Chemical,2010-05-04T00:00:00.0000000
2335262270,55000,37,1515,Gunsan Chemical,2016-05-04T00:00:00.0000000
2335825217,42677,35940586,4332,Pohang,2012-11-27T00:00:00.0000000
2337449200,820000,5,6596,Gunsan RE,2018-09-17T00:00:00.0000000
2338245994,3035,1633380328,12076,Gwangyang,2019-11-28T00:00:00.0000000
2341681368,4005,510,1805,Gwangyang,2010-12-15T00:00:00.0000000
2341903587,3901880,36811179,12576,Iksan,2014-09-30T00:00:00.0000000
2341929760,1040001,319260005,10867,Gunsan RE,2020-01-28T00:00:00.0000000
2341938065,134280,22060608,13890,Pohang,2012-12-28T00:00:00.0000000
2343107700,500001,733710003,8127,Gunsan RE,2011-01-14T00:00:00.0000000
2343249200,2600000,1,8234,Gunsan RE,2015-07-06T00:00:00.0000000
2345899715,1542760,289,5573,Gunsan RE,2016-12-16T00:00:00.0000000
2347002592,560001,30928010,13236,Gunsan RE,2010-09-16T00:00:00.0000000
2347872701,1486404,135400007,1733,Gunsan RE,2016-11-24T00:00:00.0000000
2348445720,1261000,6726,11534,Gunsan RE,2018-10-16T00:00:00.0000000
2352170560,42052,1900,4872,Pohang,2016-08-02T00:00:00.0000000
2354372754,872000,1228,7945,Gunsan RE,2016-04-11T00:00:00.0000000
2354977790,55000,37,14494,Gunsan Chemical,2017-10-05T00:00:00.0000000
2355748532,3456000,2,2649,Gunsan RE,2017-05-04T00:00:00.0000000
2362825343,3793,1330579,12428,Gwangyang,2013-10-04T00:00:00.0000000
2364106859,1053443,17278194,1477,Jungbu Incheon,2014-02-28T00:00:00.0000000
2364787003,2478801,26280003,8318,Gunsan RE,2018-08-07T00:00:00.0000000
2365492414,48594,21364,11599,Jungbu Incheon,2016-02-22T00:00:00.0000000
2366138080,4137027,6458799,13570,Iksan,2014-11-30T00:00:00.0000000
2366988560,403000,1117007388,1674,Gunsan RE,2011-10-19T00:00:00.0000000
2375117897,9,2436857779,13471,Gunsan RE,2011-08-18T00:00:00.0000000
2375448993,660690,29566,560,Gunsan RE,2010-05-24T00:00:00.0000000
2378012200,44365,11029186865,5167,Gunsan RE,2012-07-30T00:00:00.0000000
2379116905,8044,2310,5097,Pohang,2010-11-03T00:00:00.0000000
2383575600,300000,16,6844,Gunsan RE,2017-03-13T00:00:00.0000000
2384219589,1502,1480,2881,Pohang,2013-10-15T00:00:00.0000000
2386193478,2156129,30908164,14333,Gunsan RE,2016-05-26T00:00:00.0000000
2388610770,380003,383360009,6019,Gunsan RE,2010-08-05T00:00:00.0000000
2393149812,1866,433845995,11686,Gwangyang,2014-10-17T00:00:00.0000000
2393375000,877604,357955766,198,Gunsan RE,2017-03-29T00:00:00.0000000
2395838452,26060,322,1155,Pohang,2016-11-13T00:00:00.0000000
2396967634,5983,377,6982,Pohang,2014-10-19T00:00:00.0000000
2397828517,536412,204813233,9446,Gunsan RE,2011-12-22T00:00:00.0000000
2401286502,2636676,32441598,12894,Jungbu Incheon,2017-12-31T00:00:00.0000000
2404763439,654580,19,11099,Gunsan RE,2016-03-02T00:00:00.0000000
2405148689,2201,3751000,4460,Gwangyang,2011-05-18T00:00:00.0000000
2409725648,2104,23978063,5048,Gwangyang,2013-10-16T00:00:00.0000000
2414580168,1014580,15,445,Gunsan RE,2016-11-14T00:00:00.0000000
2414939409,4043349,20632993,14795,Iksan,2015-12-31T00:00:00.0000000
2416743563,610806,5236,9237,Gunsan RE,2012-08-06T00:00:00.0000000
2417884368,1560000,10,2646,Gunsan RE,2018-01-12T00:00:00.0000000
2418231750,55000,74,9201,Gunsan Chemical,2015-12-11T00:00:00.0000000
2418888917,790700,1026,1719,Gunsan RE,2014-11-19T00:00:00.0000000
2419679601,360010,120000170,7152,Gunsan RE,2011-10-04T00:00:00.0000000
2420591242,1290916,508511541,4688,Gunsan RE,2014-05-30T00:00:00.0000000
2424749258,138844,2071844403,6243,Gunsan RE,2011-03-29T00:00:00.0000000
2426607815,774560,37,1137,Gunsan RE,2014-11-03T00:00:00.0000000
2426608800,35000,9450000014,7586,Gunsan RE,2018-01-15T00:00:00.0000000
2428783700,61912,69927701,13377,Pohang,2013-03-14T00:00:00.0000000
2429658704,3188725,43517555,2827,Jungbu Incheon,2011-11-30T00:00:00.0000000
2429673000,239,19548133800,4601,Iksan VIP,2012-02-29T00:00:00.0000000
2434271338,3007999,23,13104,Gunsan RE,2018-08-13T00:00:00.0000000
2438188726,1579211,31727539,11331,Jungbu Incheon,2012-01-31T00:00:00.0000000
2442258616,563000,16,2192,Gunsan RE,2018-04-12T00:00:00.0000000
2442357907,4025600,136,12575,Gunsan RE,2018-05-27T00:00:00.0000000
2444278100,1616984,14906,8804,Gunsan RE,2018-12-28T00:00:00.0000000
2447494643,5081536,62339179,3104,Iksan,2010-02-28T00:00:00.0000000
2453435392,1060000,9,10960,Gunsan RE,2016-11-08T00:00:00.0000000
2453794560,703200,22,13427,Gunsan RE,2019-09-02T00:00:00.0000000
2455552652,610679,675588060,6028,Gunsan RE,2015-07-24T00:00:00.0000000
2455651234,134919,9191787743,5477,Gunsan RE,2012-01-16T00:00:00.0000000
2456396263,200303,1284212472,11249,Gunsan RE,2011-09-06T00:00:00.0000000
2458849672,89405,1742572913,11101,Pohang,2015-04-24T00:00:00.0000000
2459190241,4999117,8815550,8675,Iksan,2019-08-31T00:00:00.0000000
2461402783,14292,878572,9842,Jungbu Incheon,2018-03-27T00:00:00.0000000
2465384138,994585,23617586,1182,Jungbu Incheon,2014-04-30T00:00:00.0000000
2469090000,2000001,450000000,97,Gunsan RE,2016-01-06T00:00:00.0000000
2471539853,76748,1052,13625,Pohang,2018-01-19T00:00:00.0000000
2471680296,1750039,64979295,3482,Jungbu Incheon,2013-10-31T00:00:00.0000000
2475684800,257600,32,5984,Gunsan RE,2014-02-01T00:00:00.0000000
2484396043,315420,77537,7166,Gunsan RE,2018-02-19T00:00:00.0000000
2486919569,2036001,2027011,989,Gunsan RE,2016-12-13T00:00:00.0000000
2487991600,3712937,8040194,12666,Iksan,2020-02-29T00:00:00.0000000
2489438880,172000,32,14329,Gunsan RE,2014-05-08T00:00:00.0000000
2496903924,750000,3127,12396,Gunsan RE,2015-03-17T00:00:00.0000000
2497663392,800000,9,9813,Gunsan RE,2016-02-11T00:00:00.0000000
2497982824,820000,4,3177,Gunsan RE,2016-01-12T00:00:00.0000000
2502122194,6023,377,11468,Pohang,2015-01-03T00:00:00.0000000
2503115630,15208357,920978794,6788,Gunsan RE,2012-01-25T00:00:00.0000000
2504027969,20265,1125463,4801,Pohang,2014-08-05T00:00:00.0000000
2506785492,54735,106050302,13138,Gunsan Chemical,2017-02-09T00:00:00.0000000
2507036146,3158,20841907728,5740,Pohang,2011-12-22T00:00:00.0000000
2507353681,2224332,93,4345,Gunsan RE,2018-05-01T00:00:00.0000000
2507604960,820000,8,10597,Gunsan RE,2015-01-01T00:00:00.0000000
2510005834,97932,24416973,7332,Pohang,2011-09-26T00:00:00.0000000
2516699589,2105,3891085,13772,Gwangyang,2013-05-13T00:00:00.0000000
2517303703,53821,31000039,6841,Gunsan Chemical,2019-06-05T00:00:00.0000000
2518531123,4679308,60673521,7213,Iksan,2019-11-30T00:00:00.0000000
2525669075,30200,146,8445,Gunsan Chemical,2011-09-19T00:00:00.0000000
2526417480,366085,326047132,5093,Gunsan RE,2018-09-20T00:00:00.0000000
2532280000,0,2900000,6716,Gunsan RE,2012-11-07T00:00:00.0000000
2532331194,538831,4620805044,11146,Gunsan RE,2015-02-26T00:00:00.0000000
2534676200,800001,22100008,7898,Gunsan RE,2014-01-17T00:00:00.0000000
2536474243,100444,246987539,288,Gunsan RE,2011-08-12T00:00:00.0000000
2537981387,63047,96961967,7393,Pohang,2017-09-22T00:00:00.0000000
2539216782,33232,1052,1177,Pohang,2011-11-21T00:00:00.0000000
2541367000,880000,10,3230,Gunsan RE,2013-10-14T00:00:00.0000000
2541656361,7600,590,5575,Pohang,2016-10-19T00:00:00.0000000
2542914844,880486,167,1741,Gunsan RE,2018-11-12T00:00:00.0000000
2543181484,49118040,265,7227,Gunsan Chemical,2014-04-08T00:00:00.0000000
2543462850,2988000,10,12469,Gunsan RE,2017-08-17T00:00:00.0000000
2544681760,2280000,55000003,14160,Gunsan RE,2016-08-04T00:00:00.0000000
2546669851,2536000,2,13510,Gunsan RE,2019-11-01T00:00:00.0000000
2546787960,160001,4055000004,8259,Gunsan RE,2012-04-23T00:00:00.0000000
2547889308,1266688,233233154,1639,Gunsan RE,2012-01-30T00:00:00.0000000
2548768540,12539384,1946593399,369,Gunsan RE,2012-05-25T00:00:00.0000000
2550691349,2021,19483159,9564,Gwangyang,2012-12-06T00:00:00.0000000
2551088414,2220429,9455576,1778,Gunsan RE,2015-07-20T00:00:00.0000000
2551486124,1232231,46281287,9900,Jungbu Incheon,2013-05-31T00:00:00.0000000
2553735280,308,1635683780,2101,Gunsan RE,2011-05-20T00:00:00.0000000
2553860254,720002,17840013,14739,Gunsan RE,2010-11-09T00:00:00.0000000
2556059181,4022,900597,740,Gwangyang,2013-01-18T00:00:00.0000000
2556939751,62590576,269087070,7392,Gunsan RE,2017-12-31T00:00:00.0000000
2558925000,1120000,3,982,Gunsan RE,2016-07-04T00:00:00.0000000
2562107256,420000,97500005,3356,Gunsan RE,2011-08-03T00:00:00.0000000
2562328645,27683026,132400121,583,Gunsan Chemical,2010-12-20T00:00:00.0000000
2567146548,5754,197276498,4167,Pohang,2020-05-15T00:00:00.0000000
2567991261,4936,480,2152,Pohang,2010-07-05T00:00:00.0000000
2568060900,880000,5,163,Gunsan RE,2018-10-29T00:00:00.0000000
2569205780,2308001,1876815,1962,Gunsan RE,2016-02-02T00:00:00.0000000
2571531110,1597683,780224024,10558,Gunsan RE,2016-07-28T00:00:00.0000000
2572315196,8289684,462389432,5566,Gunsan RE,2016-01-25T00:00:00.0000000
2572639491,2460200,37384,2178,Gunsan RE,2019-10-24T00:00:00.0000000
2576333392,290350,18266102393,7481,Gunsan Chemical,2010-07-30T00:00:00.0000000
2581535204,197181,117500000,2948,Gunsan Chemical,2011-02-24T00:00:00.0000000
2588778800,4529,11251513650,851,Iksan VIP,2011-12-30T00:00:00.0000000
2589004128,2691000,35801,5422,Gunsan RE,2016-04-20T00:00:00.0000000
2591098802,231901,3674938676,14498,Gunsan RE,2012-08-27T00:00:00.0000000
2592475971,2039,3334,4654,Pohang,2015-10-02T00:00:00.0000000
2595773818,1528000,7,9770,Gunsan RE,2016-06-03T00:00:00.0000000
2601658254,500520,26,878,Gunsan RE,2011-03-18T00:00:00.0000000
2603066358,3646,151590,2494,Gwangyang,2012-08-14T00:00:00.0000000
2603602923,6024,1506190302,2537,Pohang,2016-12-27T00:00:00.0000000
2603976434,3465,2226,4518,Pohang,2013-01-04T00:00:00.0000000
2605084024,4657285,589176,4943,Iksan,2013-11-30T00:00:00.0000000
2610031776,1733041,18838031,9479,Jungbu Incheon,2012-05-31T00:00:00.0000000
2617749041,1555086,6,11705,Gunsan RE,2017-08-07T00:00:00.0000000
2617981250,900000,5,5954,Gunsan RE,2018-08-16T00:00:00.0000000
2618104344,4036759,13643014,6826,Iksan,2014-05-31T00:00:00.0000000
2618882306,730160,5448,1968,Gunsan RE,2015-09-01T00:00:00.0000000
2621411473,2570552,17039830,2888,Jungbu Incheon,2017-10-31T00:00:00.0000000
2623724757,50947000,760,3125,Gunsan Chemical,2013-12-04T00:00:00.0000000
2630108845,608074,79574778,11919,Gunsan RE,2012-05-18T00:00:00.0000000
2632082900,500002,460700004,2084,Gunsan RE,2011-07-13T00:00:00.0000000
2641446000,1120000,6,7539,Gunsan RE,2016-06-09T00:00:00.0000000
2646540202,1000010,87404,2346,Gunsan RE,2018-10-01T00:00:00.0000000
2646828658,420005,538476004,3533,Gunsan RE,2011-05-02T00:00:00.0000000
2648476305,21042,3175003780,11497,Gunsan RE,2011-04-22T00:00:00.0000000
2655191898,782264,137227293,2879,Gunsan RE,2018-10-30T00:00:00.0000000
2655663679,12691637,22850495,11570,Gunsan RE,2013-03-25T00:00:00.0000000
2658493309,50483,5211,9413,Gunsan RE,2010-11-02T00:00:00.0000000
2660834073,93509,122015,11500,Gunsan Chemical,2010-09-07T00:00:00.0000000
2663887324,49816,1470,12719,Gunsan Chemical,2015-01-07T00:00:00.0000000
2664096280,1140000,5,13190,Gunsan RE,2019-05-09T00:00:00.0000000
2664096380,1032114,70766031,8407,Gunsan RE,2018-12-24T00:00:00.0000000
2667611040,160000,794900014,13809,Gunsan RE,2018-02-14T00:00:00.0000000
2669670150,3834,600,13732,Pohang,2012-01-12T00:00:00.0000000
2672075992,830870,150875900,10505,Gunsan RE,2018-07-30T00:00:00.0000000
2674625624,580001,21000008,9632,Gunsan RE,2011-01-10T00:00:00.0000000
2678266354,5072,377900471,7864,Gwangyang,2010-04-08T00:00:00.0000000
2679519316,2654280,18529,7444,Gunsan RE,2015-10-22T00:00:00.0000000
2680178829,814858,21673020,9258,Gunsan RE,2015-06-17T00:00:00.0000000
2680529097,37488,51699464,9014,Pohang,2019-09-20T00:00:00.0000000
2680542365,59408,52100608,6436,Pohang,2012-04-20T00:00:00.0000000
2682101077,2932790,23986315,10551,Jungbu Incheon,2011-10-31T00:00:00.0000000
2685300176,2768000,2,10554,Gunsan RE,2015-12-05T00:00:00.0000000
2685751235,1936011,1980005,10736,Gunsan RE,2015-08-18T00:00:00.0000000
2686237000,1000000,4,3653,Gunsan RE,2015-11-18T00:00:00.0000000
2687400200,200005,7334900004,6315,Gunsan RE,2011-02-15T00:00:00.0000000
2687744725,4969,988,1186,Pohang,2013-10-04T00:00:00.0000000
2695857080,7921816,372,2327,Gunsan RE,2019-03-25T00:00:00.0000000
2696419820,67887,8504301,3716,Gunsan Chemical,2015-05-20T00:00:00.0000000
2700219300,9321923,360699568,8698,Gunsan RE,2016-04-29T00:00:00.0000000
2700523060,380000,2200008,3344,Gunsan RE,2011-02-11T00:00:00.0000000
2700623911,3456000,4,12978,Gunsan RE,2017-01-11T00:00:00.0000000
2700934614,3606,632,13795,Pohang,2011-10-04T00:00:00.0000000
2702404356,3843200,7,13397,Gunsan RE,2019-04-15T00:00:00.0000000
2713514180,7728647,5350000371,11808,Gunsan RE,2018-07-25T00:00:00.0000000
2722977850,500000,2700000003,9008,Gunsan RE,2012-01-19T00:00:00.0000000
2723334872,226768,107614537,10857,Pohang,2013-07-29T00:00:00.0000000
2723508889,608002,3081,670,Gunsan RE,2018-08-01T00:00:00.0000000
2723536642,3187002,3080,13403,Gunsan RE,2016-11-26T00:00:00.0000000
2724167956,7340062,5251500381,14707,Gunsan RE,2018-05-25T00:00:00.0000000
2727395788,2903000,1,5753,Gunsan RE,2015-11-22T00:00:00.0000000
2727683000,5111,45491870645,7101,Gunsan RE,2014-05-23T00:00:00.0000000
2733496960,2718000,9,12382,Gunsan RE,2018-10-17T00:00:00.0000000
2734886145,2399,2050,11363,Gwangyang,2013-08-12T00:00:00.0000000
2738800160,4577,1006,2914,Pohang,2019-12-14T00:00:00.0000000
2738868019,51239000,0,7680,Gunsan Chemical,2013-08-10T00:00:00.0000000
2739609783,5151959,11692063,2565,Iksan,2019-04-30T00:00:00.0000000
2740590845,123011,2779,12878,Pohang,2012-04-06T00:00:00.0000000
2744994000,57100,24148,3633,Gunsan Chemical,2014-08-26T00:00:00.0000000
2746489344,720000,7,3440,Gunsan RE,2012-11-12T00:00:00.0000000
2752821832,2060,1250,9926,Gwangyang,2013-01-16T00:00:00.0000000
2757722562,52986,1111970,4254,Gwangyang,2010-05-26T00:00:00.0000000
2761374457,939400,6876,9263,Gunsan RE,2018-03-20T00:00:00.0000000
2762361063,2179,21012498080,13729,Pohang,2011-04-29T00:00:00.0000000
2764215437,5445697,31824998,3300,Iksan,2010-10-31T00:00:00.0000000
2764302100,900017,38493007,7257,Gunsan RE,2015-09-15T00:00:00.0000000
2765021631,5446706,23640652,8457,Iksan,2020-01-31T00:00:00.0000000
2765533160,305011,2084759004,5539,Gunsan RE,2010-09-15T00:00:00.0000000
2766156299,3513,2347,3793,Pohang,2012-04-19T00:00:00.0000000
2769054371,4380801,26224564,10096,Iksan,2014-06-30T00:00:00.0000000
2772908394,3607,674,2156,Pohang,2019-04-15T00:00:00.0000000
2773219996,460006,1169008234,5372,Gunsan RE,2011-09-05T00:00:00.0000000
2776895997,12074947,245752075,2588,Gunsan RE,2019-04-30T00:00:00.0000000
2777853330,1,5105000,8975,Gunsan RE,2011-03-23T00:00:00.0000000
2779839257,4858617,1033947,532,Iksan,2013-03-31T00:00:00.0000000
2782977123,4557306,524554,13787,Iksan,2014-08-31T00:00:00.0000000
2783111470,292787,311162,14293,Gunsan RE,2018-01-30T00:00:00.0000000
2784912679,4719394,1302603,6722,Iksan,2013-08-31T00:00:00.0000000
2790163600,752001,10358414,11060,Gunsan RE,2018-11-06T00:00:00.0000000
2790638045,51141,5841310541,2258,Gunsan RE,2011-11-29T00:00:00.0000000
2797613208,749842,376365064,6544,Gunsan RE,2012-10-29T00:00:00.0000000
2798782980,800003,949000021,4476,Gunsan RE,2014-08-20T00:00:00.0000000
2799779135,535965,121148072,4533,Gunsan RE,2012-03-19T00:00:00.0000000
2803167842,3098,900800,9795,Gwangyang,2010-03-12T00:00:00.0000000
2805000000,1,8305000000,8994,Gunsan RE,2011-10-22T00:00:00.0000000
2806367912,3001,1500840,4562,Gwangyang,2011-02-12T00:00:00.0000000
2807243004,2559256,2958825596,12360,Iksan,2017-11-30T00:00:00.0000000
2807414525,121367,1527,12925,Pohang,2014-05-17T00:00:00.0000000
2808505034,4709,1300512,5323,Pohang,2019-12-21T00:00:00.0000000
2810389288,497153,130292752,10504,Pohang,2017-09-29T00:00:00.0000000
2813053322,4499,384203,10347,Pohang,2020-03-16T00:00:00.0000000
2813142822,73900,41,8440,Gunsan Chemical,2019-12-13T00:00:00.0000000
2821298000,200,6000003780,10619,Gunsan RE,2011-05-06T00:00:00.0000000
2823025276,2316000,5,4992,Gunsan RE,2017-06-01T00:00:00.0000000
2825367950,13737,1396773,7420,Jungbu Incheon,2017-09-29T00:00:00.0000000
2826722644,85257,354,4496,Pohang,2015-07-11T00:00:00.0000000
2829093272,12336188,2463200391,10039,Gunsan RE,2011-10-25T00:00:00.0000000
2829774000,880000,5,8374,Gunsan RE,2018-11-20T00:00:00.0000000
2831988480,0,6580000000,684,Gunsan RE,2012-09-23T00:00:00.0000000
2835603435,5187736,659977,3428,Iksan,2013-12-31T00:00:00.0000000
2837808019,5482,946,5279,Pohang,2020-03-21T00:00:00.0000000
2841332832,4896115,12032405,13271,Iksan,2018-12-31T00:00:00.0000000
2851757162,96376,3528810896,5226,Pohang,2015-01-21T00:00:00.0000000
2853891002,2475000,309000001,14351,Gunsan RE,2016-02-22T00:00:00.0000000
2858155779,4649713,14030765,1822,Iksan,2019-01-31T00:00:00.0000000
2859414016,720000,10,1075,Gunsan RE,2012-09-03T00:00:00.0000000
2863567368,5215513,9763490,7933,Iksan,2018-06-30T00:00:00.0000000
2869055822,4878737,34069391,7924,Iksan,2014-07-31T00:00:00.0000000
2870081024,5406972,12161350,11095,Iksan,2010-07-31T00:00:00.0000000
2870323070,2276000,3,7327,Gunsan RE,2017-09-21T00:00:00.0000000
2876825372,2557631,1037615694,7115,Jungbu Incheon,2011-01-31T00:00:00.0000000
2885661208,8169146,274001184,11183,Gunsan RE,2014-04-25T00:00:00.0000000
2888463574,2176001,101600006,200,Gunsan RE,2016-10-20T00:00:00.0000000
2889313825,5011026,972311384,10581,Iksan,2019-07-31T00:00:00.0000000
2890374000,420000,248500017,10964,Gunsan RE,2018-05-15T00:00:00.0000000
2892371782,283092,20545086003,12929,Gunsan Chemical,2011-06-10T00:00:00.0000000
2895427223,4745385,1982779,7879,Iksan,2011-12-31T00:00:00.0000000
2900583562,480000,4067972,10192,Gunsan RE,2010-03-18T00:00:00.0000000
2904129947,1648805,17136652,4011,Jungbu Incheon,2012-04-30T00:00:00.0000000
2904653025,4951734,9196714,4983,Iksan,2014-01-31T00:00:00.0000000
2904833089,5589142,60416317,1388,Iksan,2020-03-31T00:00:00.0000000
2905451193,78359,583,13665,Pohang,2012-03-20T00:00:00.0000000
2905515767,65318,40,13399,Pohang,2013-05-01T00:00:00.0000000
2906112228,183521,8520969,3465,Gunsan RE,2010-03-25T00:00:00.0000000
2906586882,5868,441,1437,Pohang,2013-07-15T00:00:00.0000000
2914664828,3028600,1,8632,Gunsan RE,2015-08-02T00:00:00.0000000
2915016076,7237,39885029,8821,Pohang,2020-04-23T00:00:00.0000000
2919149957,4192,600,11357,Gwangyang,2012-01-12T00:00:00.0000000
2920984623,506961,492521014,4776,Gunsan RE,2011-07-05T00:00:00.0000000
2921165266,6679,51872,10858,Pohang,2015-04-01T00:00:00.0000000
2922290620,568002,1032549007,6450,Gunsan RE,2010-08-11T00:00:00.0000000
2925838972,54481474,26645305,2771,Gunsan Chemical,2013-02-26T00:00:00.0000000
2926232529,5199001,5927846,13522,Iksan,2014-03-31T00:00:00.0000000
2932756602,131122,122571234,49,Gunsan RE,2018-06-28T00:00:00.0000000
2933735001,4314041,33861621,197,Iksan,2013-02-28T00:00:00.0000000
2941026720,5057216,7121098,9267,Iksan,2018-09-30T00:00:00.0000000
2942782406,1000000,387600005,1863,Gunsan RE,2018-06-14T00:00:00.0000000
2946610548,62856932,578082576,6189,Gunsan RE,2017-06-30T00:00:00.0000000
2951805820,1381867,257564887,8967,Gunsan RE,2018-12-27T00:00:00.0000000
2957091462,104315,1555742591,11436,Gunsan RE,2011-04-27T00:00:00.0000000
2963157789,4005,622,4563,Pohang,2019-08-04T00:00:00.0000000
2964941310,2068,1565465,13771,Gunsan RE,2011-01-21T00:00:00.0000000
2968583463,3154163,478790763,3024,Gunsan RE,2017-03-30T00:00:00.0000000
2969030061,2994235,18778432,13358,Jungbu Incheon,2011-04-30T00:00:00.0000000
2984325520,4843641,1750560,14286,Iksan,2014-04-30T00:00:00.0000000
2984384042,2276000,4,10185,Gunsan RE,2016-01-21T00:00:00.0000000
2988514043,1912000,3,14619,Gunsan RE,2017-12-11T00:00:00.0000000
2989350893,1892000,5,7445,Gunsan RE,2016-06-02T00:00:00.0000000
2992581006,1587,38904234,2768,Pohang,2012-08-16T00:00:00.0000000
3011499004,8572428,27432,13228,Gunsan RE,2016-03-25T00:00:00.0000000
3011669539,10549580,529164196,12418,Gunsan RE,2019-08-31T00:00:00.0000000
3020063624,1632,5272646160,12837,Pohang,2013-05-29T00:00:00.0000000
3020844779,5838946,27201403,8881,Iksan,2019-12-31T00:00:00.0000000
3028323981,3732,325292224,2096,Gwangyang,2010-10-29T00:00:00.0000000
3032146928,380001,158000019,76,Gunsan RE,2017-02-14T00:00:00.0000000
3033902300,11234783,840328430,5917,Gunsan RE,2018-11-30T00:00:00.0000000
3036635610,8183064,435710460,12750,Gunsan RE,2019-04-25T00:00:00.0000000
3043113380,66653364,186622163,9416,Gunsan RE,2011-08-01T00:00:00.0000000
3048100000,1,9470000000,9989,Gunsan RE,2011-04-10T00:00:00.0000000
3054725990,10246801,1068174344,775,Gunsan RE,2015-10-30T00:00:00.0000000
3055571771,50907,53,9364,Gunsan Chemical,2012-02-09T00:00:00.0000000
3056268203,5623063,7158608,14699,Iksan,2014-02-28T00:00:00.0000000
3061790652,21836,46001218,13417,Pohang,2010-05-20T00:00:00.0000000
3070120476,6991,954,5275,Pohang,2015-08-05T00:00:00.0000000
3072913512,2884002,46000006,11960,Gunsan RE,2017-01-19T00:00:00.0000000
3076412899,177766,261713400,5286,Pohang,2016-04-27T00:00:00.0000000
3084345077,43653,834,2431,Pohang,2014-11-16T00:00:00.0000000
3087358214,540037,6514232581,677,Gunsan RE,2013-01-30T00:00:00.0000000
3087964260,5382781,16120923,13179,Iksan,2010-06-30T00:00:00.0000000
3088357200,54,5290514200,7824,Gunsan RE,2011-05-23T00:00:00.0000000
3090550254,11998,1225,141,Jungbu Incheon,2019-07-17T00:00:00.0000000
3093644161,2545601,33810,14461,Gunsan RE,2016-12-01T00:00:00.0000000
3094123619,1237355,108349405,10669,Gunsan RE,2017-07-27T00:00:00.0000000
3096118485,820000,43158397,424,Jungbu Incheon,2015-12-31T00:00:00.0000000
3099773767,2574920,22165775,10308,Jungbu Incheon,2010-11-30T00:00:00.0000000
3104524056,84438,604,5587,Pohang,2012-05-07T00:00:00.0000000
3105129947,5001,1230540,13995,Gwangyang,2017-06-08T00:00:00.0000000
3114289080,1100000,18,6576,Gunsan RE,2014-01-26T00:00:00.0000000
3117659765,421382,1648418052,12729,Gunsan RE,2011-08-10T00:00:00.0000000
3120691468,560007,461500008,7721,Gunsan RE,2011-03-24T00:00:00.0000000
3121974576,800001,1639212,12309,Gunsan RE,2013-05-20T00:00:00.0000000
3124392416,5251375,13840279,14342,Iksan,2019-05-31T00:00:00.0000000
3126054653,85426,956,9072,Pohang,2012-12-05T00:00:00.0000000
3127399124,309256,8392675346,11593,Gunsan RE,2011-09-23T00:00:00.0000000
3131818708,139235,1501,3973,Pohang,2014-02-15T00:00:00.0000000
3133654131,4090314,253000003,14711,Gunsan RE,2017-03-24T00:00:00.0000000
3134915829,5350447,5280060,3690,Iksan,2013-05-31T00:00:00.0000000
